ID	комнат\тип	цена	район	ориентир	улица	этаж	этажность	общая площадь	жилая площадь	площадь кухни	схема	материал	с\у	балкон	состояние	телефон 1	комментарий
393355	3и	39	Салтовка 606м/р	606 мкр супермаркет Класс Валентиновская ул.	3	9	65	45	7	разд	пан.	совм.	2 бал.заст.	капитальный	050-555-95-14
393362	3и	24,5	Рогань	супкрмаркет Класс	Грицевца Сергея ул.	9	9	70	42	9	разд	пан.	разд.	1 балк.заст.	жилое	095-648-00-67	
393622	3и	35,5	Новые Дома	метро Дворец спорта	Героев Сталинграда просп.	5	5	64	44	7	разд	пан.	совм.	1 балк.заст.	евроремонт	095-648-00-67	
393637	2и	19	ХТЗ	м.Индустриальная	12 Апреля ул.	5	5	42	26	6	разд	пан.	совм.	1 балк.заст.	жилое	096-332-94-40	
393739	1г	11,7	м. пл. Восстания	Атлант магазин стройматериалов	Московский просп.	1	3	17	13	1	разд	кир.	совм.	Балк. НЕТ	капитальный	050-364-00-35	
393740	3и	36,5	Салтовка 520м/р	м.Студенческая	Владислава Зубенко ул.	4	12	66	44	7	разд	пан.	разд.	2 балкона	жилое	050-364-00-35	
393742	3и	26,5	Салтовка 626м/р	мед комплекс	Краснодарская ул.	4	12	65	46	7	разд	пан.	разд.	2 бал.заст.	без ремонта	096-579-64-03	
393747	3и	45	Салтовка 607м/р	ресторан Гершир	Гвардейцев Широнинцев ул.	3	10	68	40	8	разд	кир.	разд.	1 балкон	жилое	099-465-38-20	
393751	1г	20,5	Центральный рынок	ЖК Карамель	Резниковский пер.	8	9	35	18	12	разд	кир.	совм.	Балк. НЕТ	строительный	099-465-38-20	
393754	1г	27	Центральный рынок	ЖК Карамель	Резниковский пер.	8	9	44	22	17	разд	кир.	совм.	Балк. НЕТ	строительный	099-465-38-20	
393757	2и	24	Новый цирк	Газовое хозяйство	Москалевская ул.	3	5	47	30	7	смеж	кир.	совм.	1 балк.заст.	жилое	098-445-06-81	
393759	1г	8,6	Салтовка 535м/р	Посад	Владислава Зубенко ул.	9	9	30	20	3	разд	кир.	общий	1 балкон	без ремонта	099-194-85-70	
393761	3н	60	1 Северная Салтовка	ЖК Родниковая 9а	Родниковая ул.	5	15	120	55	20	разд	кир.	разд.	1 балкон	строительный	099-194-85-70	
393779	2и	29,9	Новый цирк	ЦНАП	Гимназическая набережная	6	9	42	26	6	разд	кир.	разд.	1 балк.заст.	жилое	096-070-96-56	
393780	2и	29,9	Гагарина	м. Гагарина	Гимназическая набережная	6	9	42	26	6	разд	кир.	разд.	1 балк.заст.	жилое	096-070-96-56	
393781	2и	27	Салтовка 626м/р	медкомплнекс	Сонячна	9	16	51	28	9	разд	пан.	разд.	1 балк.заст.	средний	050-578-50-16	
393788	3и	37,7	Алексеевка	метро Алексеевская	Ахсарова ул.	2	9	64	45	7	разд	пан.	разд.	2 бал.заст.	жилое	099-495-55-79	
393792	1г	16,5	м. пл. Восстания	ЖК Парковый квартал	Московский просп.	4	7	25	18	5	разд	кир.	совм.	Балк. НЕТ	евроремонт	068-089-98-52	
393807	2г	18	Салтовка 616м/р	метро Ак. Павлова	Гвардейцев Широнинцев ул.	3	9	46	30	3	разд	кир.	общий	Балк. НЕТ	жилое	095-580-07-00	
393808	1п	16	Нагорный район	метро Пушкинская	Максимилиановская ул.	3	4	27	19	3	разд	кир.	разд.	1 балкон	жилое	095-580-07-00	
393810	1н	27	Новые Дома	ЖК Ньютона	Ньютона ул.	1	9	38	17	10	разд	кир.	совм.	1 балк.заст.	евроремонт	093-950-79-79	
393811	2и	77	Салтовка 531м/р	метро Героев Труда.	Тракторостроителей просп.	3	14	65	23	20	разд	кир.	2 сов.	1 балк.заст.	евроремонт	063-345-54-59	
393814	2и	76,9	Салтовка 531м/р	Владимирский храм.	Тракторостроителей просп.	3	14	67	23	20	разд	кир.	2 сов.	1 балк.заст.	евроремонт	063-345-54-59	
393834	1и	28	Павлово Поле	круг троллейбуса на Клочковской	Клочковская ул.	8	10	36	20	6	разд	кир.	совм.	1 балкон	косметика	095-391-06-19	
393838	1г	12,5	Салтовка 606А м/р	Поссад	Владислава Зубенко ул.	2	5	17	15	1	разд	кир.	совм.	Балк. НЕТ	косметика	050-967-35-58	
393839	3и	35,5	Новые Дома	метро Дворец спорта	Героев Сталинграда просп.	5	5	64	45	7	разд	монол	совм.	1 балк.заст.	евроремонт	095-648-00-67	
393840	3и	24,5	Рогань	ТЦ  Класс 	Грицевца Сергея ул.	9	9	71	46	8	разд	пан.	разд.	1 балк.заст.	косметика	095-648-00-67
393847	2и	20,5	Лысая Гора	улица Таганская	3-ий Таганский пер.	1	5	44	30	6	смеж	пан.	разд.	Балк. НЕТ	жилое	067-727-13-60	
393851	1и	21	Южнопроектная	ул.Сохора	Эстакадный въезд	1	2	32	19	6	разд	кир.	совм.	Балк. НЕТ	капитальный	063-643-18-52	
393854	3и	57,5	Новые Дома	метро Дворец Спорта	Московский просп.	5	5	95	58	12	разд	кир.	совм.	1 балк.заст.	капитальный	063-643-18-52	
393855	2и	9,5	Харьковский район	Стрелечья	Молодежная	1	5	45	31	7	смеж	пан.	совм.	Балк. НЕТ	капитальный	067-946-90-87	
393857	1и	24,9	Новые Дома	м.Армейская	Танкопия ул.	8	9	37	17	8	разд	пан.	разд.	2 бал.заст.	жилое	095-545-35-37	
393859	1г	6	ХТЗ	Рынок	Александровский просп.	5	5	18	12	3	разд	кир.	общий	Балк. НЕТ	капитальный	095-545-35-37	
393863	3и	78	Нагорный район	парк Шевченко	Гиршмана ул.	3	4	83	58	15	разд	кир.	совм.	1 балкон	строительный	050-956-85-66	
393865	3и	105	ХТЗ	м. Хтз 2 мин.	Архитектора Алешина просп.	7	9	95	45	17	разд	кир.	2 сов.	1 балк.заст.	евроремонт	095-545-35-37	
393867	1г	4,9	ХТЗ	М. Индустриальная	12 Апреля ул.	5	5	19	14	3	разд	кир.	общий	Балк. НЕТ	жилое	096-332-94-40	
393871	1г	5	Рогань	институт Докучаева	Докучаева	4	5	40	19	10	разд	кир.	разд.	Балк. НЕТ	жилое	096-087-49-27	
393872	1и	18,5	м. Спортивная	метро Спортивная	Московский просп.	4	7	28	18	5	разд	кир.	совм.	Балк. НЕТ	евроремонт	067-571-25-14	
393873	1и	18	м. Спортивная	метро Спортивная	Московский просп.	4	7	25	15	5	разд	кир.	совм.	Балк. НЕТ	евроремонт	067-571-25-14	
393874	2н	55	Алексеевка	ЖК Победы	Победы просп.	5	16	64	31	10	разд	кир.	разд.	2 балкона	строительный	096-325-28-84	
393875	3и	26,5	ХТЗ	м.Масельського	Северина Потоцкого пер.	4	5	51	35	6	2+1	кир.	разд.	1 балк.заст.	жилое	096-087-49-27	
393876	1г	17	м. пл. Восстания	Атлант на пр.Московском	Московский просп.	1	3	25	18	4	разд	кир.	совм.	Балк. НЕТ	капитальный	050-364-00-35	
393877	5и	35	ХТЗ	ул. 12 апреля	Франтишека Крала ул.	3	5	94	64	10	разд	кир.	общий	Балк. НЕТ	жилое	099-291-48-57	
393880	1и	11,9	Дергачевский район	Березовское	санаторий Берминводы	1	5	36	18	9	разд	пан.	разд.	1 балк.заст.	жилое	050-683-64-79	
393886	1г	16	Салтовка 602м/р	ТЦ Французский бульвар	Фисановича ул.	1	2	30	22	4	разд	кир.	разд.	1 балк.заст.	косметика	099-019-76-58	
393888	2и	11,8	Москалевка	з-д Шевченко	Основянская ул.	1	1	40	30	6	смеж	кир.	нет	Балк. НЕТ	косметика	099-019-76-58	
393891	3н	39,95	Холодная Гора	ЖК Титаренковский, 10	Титаренковский пер.	5	6	99	54	24	разд	монол	2 сов.	Балк. НЕТ	косметика	050-102-26-56	
393903	1н	19	Индустриальная	метро	Московский просп.	1	9	45	19	9	разд	кир.	общий	1 балкон	строительный	050-029-85-30	
393915	2и	64,9	Нагорный район	м"Университет"	Независимости просп.	4	4	70	48	9	разд	кир.	совм.	2 бал.заст.	строительный	063-635-74-01	
393917	1и	13,5	Восточный	МЧС	Роганская ул.	3	3	30	16	5	разд	кир.	совм.	1 балкон	без ремонта	050-138-46-40	
393918	2и	27,5	Салтовка 607м/р	М. Героев Труда	Героев Труда ул.	2	5	46	33	6	2+1	пан.	совм.	1 балк.заст.	жилое	066-933-01-75	
393921	1г	5,5	ХТЗ	мебельный	Александровский просп.	3	5	18	12	6	разд	монол	разд.	Балк. НЕТ	жилое	050-029-85-30	
393922	1г	11,1	Новые Дома	Класс	Ньютона ул.	3	5	22	13	4	разд	блоч.	разд.	Балк. НЕТ	косметика	050-029-85-30	
393923	3и	65	Салтовка 602м/р	" Французский Бульвар"	Салтовское шоссе	3	9	85	47	14	разд	кир.	2 сов.	3 балк.заст.	евроремонт	050-138-46-40	
393924	2и	17,999	Нижний Центр	Майдан Конституции	Троицкий пер.	1	2	39	29	3	разд	кир.	совм.	Балк. НЕТ	строительный	050-716-37-08	
393929	2н	84	Павлово Поле	ул. Балакирева	Балакирева ул.	1	9	59	31	13	разд	кир.	совм.	2 бал.заст.	евроремонт	095-391-06-19	
393930	1и	33	Павлово Поле	м. 23 Августа	23 Августа ул.	1	5	30	17	6	разд	кир.	совм.	Балк. НЕТ	капитальный	095-391-06-19	
393931	3и	91	Салтовка 608м/р	метро	Академика Павлова ул.	8	16	84	54	9	разд	монол	разд.	1 балк.заст.	евроремонт	050-029-85-30	
393934	2и	22	Новые Дома	Коммунальный рынок	Ньютона ул.	5	5	48	33	6	разд	пан.	разд.	1 балк.заст.	жилое	066-082-97-82	
393936	2г	10	Нижний Центр	ж/д-академия	Фейербаха пл.	1	2	38	28	9	разд	кир.	общий	Балк. НЕТ	жилое	096-589-24-86	
393937	2и	15	Харьковский район	Безлюдовка	Петровского	2	4	35	20	6	разд	кир.	разд.	1 балк.заст.	капитальный	096-589-24-86	
393938	1и	17	Сортировка	Городок	Большая Панасовская ул.	2	9	51	30	7	разд	кир.	разд.	1 балк.заст.	жилое	096-589-24-86	
393940	2н	39,95	Холодная Гора	ЖК Титаренковский, 10	Титаренковский пер.	5	5	99	55	24	разд	монол	2 сов.	Балк. НЕТ	средний	050-102-26-56	
393941	2н	60	Салтовка 524м/р	ЖК Журавли	Академика Павлова ул.	15	23	64	33	11	разд	кир.	2 раз.	2 балкона	строительный	093-950-79-79	
393950	2и	39	м. пл. Восстания	Метро Площадь Восстания	Московский просп.	2	5	51	28	9	разд	кир.	разд.	1 балк.заст.	косметика	067-572-83-36	
393951	1и	23	Салтовка 604м/р	ТРК Украина	Руслана Плоходько ул.	9	9	33	18	7	разд	пан.	совм.	1 балк.заст.	капитальный	068-881-03-50	
393959	1г	25,9	Центр	М. Научная	Лозовская	2	6	20	15	4	разд	кир.	совм.	Балк. НЕТ	евроремонт	066-933-01-75	
393979	1г	12,3	Салтовка 606А м/р	Гарибальди	Владислава Зубенко ул.	2	5	17	15	1	разд	кир.	совм.	Балк. НЕТ	косметика	050-967-35-58	
393986	4и	31	Залютино	Центр Залютино	Инициативная ул.	3	5	63	47	6	разд	кир.	разд.	1 балкон	жилое	050-364-00-35	
393992	1и	15,9	Восточный	метро Индустриальная	Шариковая ул.	4	9	26	13	6	разд	пан.	разд.	1 балк.заст.	косметика	098-784-78-32	
393993	4и	37	Салтовка 625м/р	Класс	Амосова	9	10	110	44	7	2+1+1	пан.	разд.	2 бал.заст.	косметика	095-409-86-04	
394005	3и	28,3	Харьковский район	Песочин	Набережный в-д	1	9	75	45	9	разд	пан.	разд.	1 балк.заст.	жилое	099-204-08-02	
394006	2и	24	Южнопроектная	Метро	Гагарина просп.	2	5	44	28	6	разд	пан.	разд.	1 балк.заст.	без ремонта	099-204-08-02	
394008	2п	10,3	Холодная Гора	м.Холодная гора	Полтавский Шлях	1	2	35	23	8	разд	кир.	разд.	1 балк.заст.	жилое	097-030-31-84	
394009	1и	35,5	Салтовка 625м/р	Класс	Салтовское шоссе	5	12	33	17	7	разд	пан.	совм.	1 балк.заст.	евроремонт	099-445-48-02	
394010	1г	12	Старая Салтовка	Халтурина	Халтурина ул.	1	2	18	14	2	разд	кир.	совм.	Балк. НЕТ	косметика	099-445-48-02	
394014	1г	12,5	Артема	м. з-д Малышева	Черноморская ул.	2	4	22	17	5	разд	кир.	разд.	Балк. НЕТ	косметика	050-683-64-79	
394019	1и	38	Жуковского	Дача 55	Дача № 55 ул.	1	9	48	33	14	разд	пан.	совм.	1 балк.заст.	евроремонт	093-975-70-80	
394023	2и	59	Нагорный район	метро Бекетова	Дарвина ул.	4	5	59	33	16	разд	кир.	совм.	1 балкон	косметика	063-643-18-52	
394024	4и	39,7	Одесская	Класс	Гагарина просп.	1	9	80	50	9	разд	кир.	разд.	1 балк.заст.	жилое	097-007-90-18	
394025	2и	24,3	Основа	Ж/д вокзал Основа	Валдайская ул.	8	9	43	29	7	разд	кир.	разд.	1 балк.заст.	капитальный	097-007-90-18	
394028	3и	50	Гагарина	с/м Таврия	Гагарина просп.	8	9	57	45	7	разд	кир.	совм.	2 бал.заст.	капитальный	099-019-76-58	
394031	3и	40	Салтовка 608м/р	м. Героев Труда	Героев Труда ул.	2	9	66	40	6	2+1	пан.	совм.	2 бал.заст.	жилое	066-082-97-82	
394044	1г	16,5	м. пл. Восстания	ЖК Парковый квартал	Московский просп.	4	7	25	18	5	разд	кир.	совм.	Балк. НЕТ	евроремонт	068-089-98-52	
394046	1г	8,2	Журавлевка	м.Киевская	Тахиаташская ул.	5	9	32	13	10	разд	кир.	разд.	Балк. НЕТ	косметика	099-474-86-36	
394063	3и	46,5	Павлово Поле	ХАДО	23 Августа пер.	1	9	65	39	9	разд	кир.	совм.	1 балк.заст.	капитальный	099-917-83-36	
394067	2и	7	Балаклейский район	Савинцы	Центральная	1	2	51	32	8	разд	кир.	совм.	Балк. НЕТ	жилое	095-348-19-65	
394068	2и	25	Новые Дома	Метро Дворец спорта	Василия Мельникова ул.	1	5	40	25	6	разд	блоч.	разд.	Балк. НЕТ	жилое	063-242-51-47	
394069	2и	33	Конный рынок	метро Спортивная	Молочная ул.	1	16	50	29	9	разд	пан.	разд.	Балк. НЕТ	косметика	063-643-18-52	
394076	3и	25,5	Рогань	Класс	Роганская ул.	3	9	70	45	9	разд	кир.	разд.	Балк. НЕТ	капитальный	067-572-83-36	
394079	2и	34,8	Алексеевка	м. Победа	Победы просп.	12	12	45	27	7	разд	пан.	разд.	1 балк.заст.	косметика	096-622-86-39	
394081	4и	45	Южный вокзал	Конева	Конева ул.	9	9	83	60	10	разд	кир.	разд.	2 бал.заст.	жилое	066-050-33-18	
394089	1и	14	Новые Дома	Метро Армейская 10 мин.пешком.	Танкопия ул.	5	5	30	18	7	разд	кир.	общий	1 балкон	без ремонта	067-604-55-80	
394090	3и	14	Балаклейский район	Балаклея	Куйбышева	9	9	74	44	9	2+1	пан.	разд.	2 бал.заст.	средний	050-738-32-88	
394091	3и	11	Балаклейский район	Балаклея	Центральная	3	5	64	44	7	2+1	кир.	совм.	2 бал.заст.	жилое	050-738-32-88	
394094	2г	15	Нижний Центр	Апеляционный суд	Героев Небесной Сотни г-н	2	3	39	28	8	разд	кир.	общий	Балк. НЕТ	косметика	063-643-18-52	
394102	4и	23	Харьковский район	Мерефа	Сумская ул.	5	5	77	43	9	разд	кир.	совм.	2 бал.заст.	капитальный	096-589-24-86	
394112	2и	20	Рогань	Б.Рогань	Горького	9	10	54	35	8	разд	пан.	разд.	1 балк.заст.	капитальный	096-087-49-27	
394114	1и	16	Рогань	центр	Горького	8	10	36	17	8	разд	пан.	совм.	1 балк.заст.	жилое	096-087-49-27	
394119	1и	23,5	Холодная Гора	Супермаркет Класс	Полтавский Шлях ул.	2	2	42	31	6	разд	д+к	совм.	Балк. НЕТ	капитальный	096-863-72-26	
394121	1и	20,5	Залютино	м.Холодная Гора	Борзенко ул.	6	9	33	17	7	разд	пан.	совм.	1 балк.заст.	капитальный	068-089-98-52	
394124	3и	70	Новые Дома	Коммунальный рынок	Ньютона ул.	1	4	99	61	22	разд	кир.	совм.	Балк. НЕТ	евроремонт	067-741-75-99	
394134	1и	28	Нижний Центр	Остановка ул.Дмитриевская	Дмитриевская ул.	2	4	32	20	6	смеж	кир.	совм.	Балк. НЕТ	капитальный	099-227-02-33	
394143	1и	40	Алексеевка	метро "Перемога" 2 мин.	Людвига Свободы	10	12	33	17	7	разд	пан.	совм.	1 балк.заст.	евроремонт	050-927-65-81	
394144	3и	60	Алексеевка	2 минутки метро " Перемога"	Людвига Свободы	9	12	65	44	7	разд	пан.	совм.	2 бал.заст.	евроремонт	050-927-65-81	
394145	3и	10	Балаклейский район	Балаклея	Соборная	2	9	65	41	7	разд	пан.	разд.	2 бал.заст.	косметика	050-738-32-88	
394147	3и	15	Балаклейский район	Балаклея	1-го Мая	4	5	64	44	8	разд	пан.	разд.	2 бал.заст.	косметика	050-738-32-88	
394148	2и	15	Балаклейский район	Балаклея	Куйбышева	9	9	54	33	9	разд	пан.	совм.	1 балк.заст.	капитальный	050-738-32-88	
394149	1и	6,5	Балаклейский район	Балаклея	Октябрьская	5	9	33	7	7	разд	пан.	разд.	1 балк.заст.	косметика	050-738-32-88	
394151	2и	11	Балаклейский район	Балаклея	Ленина	1	5	45	33	7	разд	монол	совм.	Балк. НЕТ	жилое	050-738-32-88	
394154	1и	5,5	Балаклейский район	Балаклея	Соборная	5	5	32	17	6	разд	кир.	совм.	1 балкон	жилое	050-738-32-88	
394157	2и	22	Новые Дома	Коммунальный рынок	Ньютона ул.	5	5	48	33	6	разд	пан.	разд.	1 балк.заст.	жилое	067-572-05-75	
394158	4и	39,9	Салтовка 533м/р	533	Тракторостроителей просп.	8	9	67	44	7	разд	кир.	разд.	1 балк.заст.	капитальный	050-029-85-30	
394161	3и	38	ХТЗ	метро ХТЗ	Индустриальный просп.	4	4	78	54	9	разд	кир.	разд.	1 балк.заст.	капитальный	073-325-06-05	
394162	1и	9,5	Змиевской район	Слобожанское	Спортивная	5	5	35	18	8	разд	кир.	разд.	1 балк.заст.	жилое	073-325-06-05	
394164	1и	21,5	Салтовка 605м/р	Метро Академика Павлова	Гвардейцев Широнинцев ул.	1	9	33	17	8	разд	пан.	совм.	1 балк.заст.	жилое	093-660-26-02	
